,Nme of book,Price,Rating stars,Rating count,Link to the book
42,Matplotlib 3.0 Cookbook: Over 150 recipes to create highly detailed interactive visualizations using Python,28.49,3.8 out of 5 stars,9,https://www.amazon.com/Matplotlib-3-0-Cookbook-interactive-visualizations-ebook/dp/B07G878GXM/ref=sr_1_34?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-34
43,"Data Scientist Pocket Guide: Over 600 Concepts, Terminologies, and Processes of Machine Learning and Deep Learning Assembled Together (English Edition)",9.99,4.7 out of 5 stars,4,https://www.amazon.com/Data-Scientist-Pocket-Guide-Terminologies-ebook/dp/B097YM64KZ/ref=sr_1_35?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-35
44,Learning Algorithms: A Programmer's Guide to Writing Better Code,31.49,4.5 out of 5 stars,11,https://www.amazon.com/Learning-Algorithms-Programmers-Writing-Better/dp/1492091065/ref=sr_1_36?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-36
45,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,21.49,4.6 out of 5 stars,"3,774",https://www.amazon.com/Changing-World-Order-Nations-Succeed/dp/1982160276/ref=sr_1_37?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-37
46,Everything Data Analytics-A Beginner's Guide to Data Literacy: Understanding the Processes That Turn Data Into Insights,14.49,4.1 out of 5 stars,16,https://www.amazon.com/Everything-Analytics-Beginners-Guide-Literacy/dp/1777967139/ref=sr_1_38?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-38
47,Responsible Data Science,17.01,3.8 out of 5 stars,8,https://www.amazon.com/Responsible-Data-Science-Transparency-Algorithms/dp/1119741750/ref=sr_1_39?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-39
48,"Data Analysis for Business, Economics, and Policy",61.74,4.6 out of 5 stars,25,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfbXRmOjIwMDA4Njc4NjAyMDE1MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Analysis-Business-Economics-Policy%2Fdp%2F1108716202%2Fref%3Dsr_1_40_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-40-spons%26psc%3D1
49,Build a Career in Data Science,32.22,4.7 out of 5 stars,92,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfbXRmOjIwMDAzODM5NzE3NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBuild-Career-Science-Jacqueline-Nolis%2Fdp%2F1617296244%2Fref%3Dsr_1_41_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-41-spons%26psc%3D1
50,Python Machine Learning: A Step by Step Beginner’s Guide to Learn Machine Learning Using Python (Programming Languages for Beginners),34.95,4.4 out of 5 stars,31,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfbXRmOjIwMDA0NTYzNDcwNjE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPython-Machine-Learning-Beginners-Programming%2Fdp%2FB09RPGVLTQ%2Fref%3Dsr_1_42_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-42-spons%26psc%3D1
51,Math for Deep Learning: What You Need to Know to Understand Neural Networks,36.49,4.5 out of 5 stars,21,https://www.amazon.com/Math-Deep-Learning-Understand-Networks/dp/1718501900/ref=sr_1_43?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-43
52,Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,44.99,4.8 out of 5 stars,7,https://www.amazon.com/Data-Engineering-Alteryx-engineers-practices/dp/1803236485/ref=sr_1_44?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-44
53,"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools",39.99,4.8 out of 5 stars,27,https://www.amazon.com/Cleaning-Data-Effective-Science-command-line/dp/1801071292/ref=sr_1_45?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-45
54,"Data Science Projects with Python: A case study approach to successful data science projects using Python, pandas, and scikit-learn",19.49,4.4 out of 5 stars,93,https://www.amazon.com/Data-Science-Projects-Python-scikit-learn-ebook/dp/B07MLFJ564/ref=sr_1_46?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-46
55,Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,33.59,4.6 out of 5 stars,"1,105",https://www.amazon.com/Grokking-Algorithms-illustrated-programmers-curious/dp/1617292230/ref=sr_1_47?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-47
56,Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,23.74,4.6 out of 5 stars,98,https://www.amazon.com/Hypothesis-Testing-Intuitive-Making-Decisions/dp/173543115X/ref=sr_1_48?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-48
57,"The Science of Golf: The Math, Technology, and Data",10.99,0,0,https://www.amazon.com/Science-Golf-Math-Technology-Data-ebook/dp/B09RX41RKM/ref=sr_1_49?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-49
58,Optimization for Data Analysis,41.11,5.0 out of 5 stars,2,https://www.amazon.com/Optimization-Data-Analysis-Stephen-Wright/dp/1316518981/ref=sr_1_50?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-50
59,Python for Finance Cookbook: Over 50 recipes for applying modern Python libraries to financial data analysis,17.84,4.1 out of 5 stars,36,https://www.amazon.com/Python-Finance-Cookbook-libraries-financial-ebook/dp/B083KG9DC7/ref=sr_1_51?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-51
60,S.O.S. from Outer Space (9) (The DATA Set),5.99,4.5 out of 5 stars,7,https://www.amazon.com/S-Outer-Space-DATA-Set/dp/1665902965/ref=sr_1_52?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-52
61,"Data Science at the Command Line: Obtain, Scrub, Explore, and Model Data with Unix Power Tools",19.76,4.5 out of 5 stars,18,https://www.amazon.com/Data-Science-Command-Line-Explore/dp/1492087912/ref=sr_1_53?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-53
62,Introduction to Probability for Data Science,66.50,4.8 out of 5 stars,7,https://www.amazon.com/Introduction-Probability-Data-Science-Stanley/dp/1607857464/ref=sr_1_54?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662414993&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-54
63,Excel 2022: The Most Updated Step-by-Step Guide with Tutorials and Practical Examples from Scratch. Discover All the Functions and Formulas to Become a Master in Less than 7 Days + Secret BONUS,15.95,4.2 out of 5 stars,102,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfYnRmOjIwMDA1NjMxMTQwNDE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FExcel-2022-Step-Step-Tutorials%2Fdp%2FB09YDG1XJD%2Fref%3Dsr_1_55_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-55-spons%26psc%3D1
64,Python Programming: 3 Books in 1: The Complete Beginner’s Guide to Learning the Most Popular Programming Language,23.99,4.2 out of 5 stars,47,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfYnRmOjIwMDA4NDI3NzI4NDU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FPython-Programming-Complete-Beginners-Learning%2Fdp%2FB08TRLB4SD%2Fref%3Dsr_1_56_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-56-spons%26psc%3D1
65,"Options Trading for Beginners With Technical Analysis 2022: A Complete Guide for Beginners With All They Need to Learn About Options Trading Strategies, Tools, and Platforms to Earn Passive Income",13.99,3.6 out of 5 stars,12,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc3NTM0MzU4ODkxMjM3OjE2NjI0MTQ5OTM6c3BfYnRmOjIwMDAzNzQxMjA0MzA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FOptions-Trading-Beginners-Technical-Analysis%2Fdp%2FB09SBZZVW9%2Fref%3Dsr_1_57_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662414993%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-57-spons%26psc%3D1
66,"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition",28.49,4.3 out of 5 stars,137,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9hdGZfbmV4dDoyMDAwMzkwMTQxNDY5NzE6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FMicrosoft-Power-Quick-Start-Guide%2Fdp%2F1800561571%2Fref%3Dsr_1_49_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-49-spons%26psc%3D1
67,Leadership: How Legendary Leaders Speak: 451 Proven Communication Strategies of the World's Top Leaders (Speak for Success),20.69,4.6 out of 5 stars,252,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9hdGZfbmV4dDoyMDAwMzIwNjQwNDAxNTE6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FLeadershipHow-Legendary-Leaders-Speak451-Proven-Communication-Strategies-of-the-Worlds-Top-Leaders-Speak-for-Success%2Fdp%2FB086PPJBXF%2Fref%3Dsr_1_50_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-50-spons%26psc%3D1
68,"Scaling Agile with Jira Align: A practical guide to strategically scaling agile across teams, programs, and portfolios in enterprises",39.99,4.9 out of 5 stars,28,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9hdGZfbmV4dDoyMDAwNDMxODM1ODY5NzE6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FScaling-Agile-Jira-Align-strategically%2Fdp%2F1800203217%2Fref%3Dsr_1_51_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-51-spons%26psc%3D1
69,"Machine Learning: 4 Books in 1: The #1 Beginner's Guide to Master the Basics of Python Programming, Learn the Art of Data Science and Build Artificial Intelligence",24.67,4.6 out of 5 stars,355,https://www.amazon.com/Machine-Learning-Programming-Artificial-Intelligence/dp/B0B6XLFWPL/ref=sr_1_52?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-52
70,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,43.49,4.7 out of 5 stars,99,https://www.amazon.com/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_53?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-53
71,Integrating Data,39.95,5.0 out of 5 stars,1,https://www.amazon.com/Integrating-Data-Bill-Inmon/dp/1634622820/ref=sr_1_54?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-54
72,Data Visualization with Excel Dashboards and Reports,22.99,4.5 out of 5 stars,76,https://www.amazon.com/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_55?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-55
73,Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),50.59,4.5 out of 5 stars,6,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_56?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-56
74,Data Science: Concepts and Practice,69.50,4.5 out of 5 stars,9,https://www.amazon.com/Predictive-Analytics-Data-Mining-Concepts/dp/012814761X/ref=sr_1_57?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-57
75,The Data Science Design Manual (Texts in Computer Science),60.71,4.8 out of 5 stars,63,https://www.amazon.com/Science-Design-Manual-Texts-Computer/dp/3319554433/ref=sr_1_58?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-58
76,"Data Science Ethics: Concepts, Techniques, and Cautionary Tales",35.20,5.0 out of 5 stars,2,https://www.amazon.com/Data-Science-Ethics-Techniques-Cautionary/dp/0192847279/ref=sr_1_59?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-59
77,Tidy Modeling with R: A Framework for Modeling in the Tidyverse,53.55,4.3 out of 5 stars,8,https://www.amazon.com/Tidy-Modeling-Framework-Tidyverse/dp/1492096482/ref=sr_1_60?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-60
78,"The Science of Football: The Math, Technology, and Data Behind America's Game",14.99,0,0,https://www.amazon.com/Science-Football-Technology-Behind-Americas/dp/1683584597/ref=sr_1_61?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-61
79,Invisible Women: Data Bias in a World Designed for Men,15.30,4.7 out of 5 stars,"8,397",https://www.amazon.com/Invisible-Women-Data-World-Designed/dp/1419735217/ref=sr_1_62?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-62
80,"Data Analytics for Absolute Beginners: Make Decisions Using Every Variable: (Introduction to Data, Data Visualization, Business Intelligence & Machine ... Python & Statistics for Beginners Book 1)",0.00,4.4 out of 5 stars,302,https://www.amazon.com/Data-Mining-beginners-introduction-analytics-ebook/dp/B01N9PL553/ref=sr_1_63?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-63
81,Halo Encyclopedia (Deluxe Edition),63.99,5.0 out of 5 stars,172,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9tdGY6MjAwMDI1NDQ1MzM2MDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHalo-Encyclopedia-Deluxe-Microsoft%2Fdp%2F1506731163%2Fref%3Dsr_1_64_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-64-spons%26psc%3D1
82,Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,44.99,4.8 out of 5 stars,7,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9tdGY6MjAwMDY1NTE4MzU0NTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Engineering-Alteryx-engineers-practices%2Fdp%2F1803236485%2Fref%3Dsr_1_65_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-65-spons%26psc%3D1
83,Essential Statistics for Non-STEM Data Analysts: Get to grips with the statistics and math knowledge needed to enter the world of data science with Python,41.99,4.3 out of 5 stars,19,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDMzNDg5MTYxNjkyMTU6MTY2MjQxNTAwMjpzcF9tdGY6MjAwMDQwNzQ5MTE2OTcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FEssential-Statistics-Non-STEM-Data-Analysts%2Fdp%2F1838984844%2Fref%3Dsr_1_66_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415002%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-66-spons%26psc%3D1
84,"Learning Tableau 2022: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities, 5th Edition",57.99,5.0 out of 5 stars,8,https://www.amazon.com/Learning-Tableau-2022-visualizations-storytelling/dp/1801072329/ref=sr_1_67?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-67
85,Human-Centered Data Science: An Introduction,29.49,5.0 out of 5 stars,3,https://www.amazon.com/Human-Centered-Data-Science-Cecilia-Aragon/dp/0262543214/ref=sr_1_68?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-68
86,The Revenge of Dr. von Naysayer (10) (The DATA Set),6.99,0,0,https://www.amazon.com/Revenge-Dr-von-Naysayer-DATA/dp/1665915943/ref=sr_1_69?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-69
87,Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets,28.95,4.8 out of 5 stars,8,https://www.amazon.com/Data-Juice-Organizations-Squeezing-Available/dp/1737169908/ref=sr_1_70?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-70
88,Living in Data: A Citizen's Guide to a Better Information Future,17.99,4.4 out of 5 stars,71,https://www.amazon.com/Living-Data-Citizens-Better-Information/dp/1250849152/ref=sr_1_71?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-71
89,"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",35.67,4.3 out of 5 stars,64,https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_72?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-72
90,Data Mesh: Delivering Data-Driven Value at Scale,52.99,4.6 out of 5 stars,95,https://www.amazon.com/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_73?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-73
91,How to Lead in Data Science,43.49,4.9 out of 5 stars,30,https://www.amazon.com/Lead-Data-Science-Jike-Chong/dp/1617298891/ref=sr_1_74?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-74
92,Learn Coding Basics in Hours with JavaScript,3.99,4.5 out of 5 stars,195,https://www.amazon.com/Learn-Coding-Basics-Hours-JavaScript/dp/0997326468/ref=sr_1_75?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-75
93,March of the Mini Beasts (1) (The DATA Set),5.99,4.8 out of 5 stars,85,https://www.amazon.com/March-Mini-Beasts-DATA-Set/dp/1481457284/ref=sr_1_76?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-76
94,The Art of Data Science,20.00,4.6 out of 5 stars,44,https://www.amazon.com/Art-Data-Science-Roger-Peng/dp/1365061469/ref=sr_1_77?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-77
95,"Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python, 2nd Edition",36.99,4.6 out of 5 stars,54,https://www.amazon.com/Data-Science-Marketing-Analytics-practical/dp/1800560478/ref=sr_1_78?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415002&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-78
